PMID,Title,Consumer Wearable Brand(s),Reviewer 1 Initial Decision,Reviewer 2 Initial Decision,Final Consensus Decision
33142665,Co-Calibrating Physical and Psychological Outcomes and Consumer Wearable Activity Outcomes in Older Adults: An Evaluation of the coQoL Method,Fitbit,Include,Include,Include
33208926,Pre-symptomatic detection of COVID-19 from smartwatch data,"Fitbit (various models including Fitbit Ionic, Charge 4, Charge 3) | Apple Watch | Garmin devices",Exclude,Include,Include
33212813,Towards a Functional Approach to the Assessment of Daily Life Physical Activity in Children: Are the PAQ-C and Fitbit Flex-2 Technically Adequate?,Fitbit,Include,Include,Include
33247869,Characterizing rates of physical activity in individuals with binge eating disorder using wearable sensor technologies and clinical interviews,Fitbit,Include,Include,Include
33259484,Smart bracelet to assess physical activity after cardiac surgery: A prospective study,Withings Go electronic bracelet (Withings Go1 activity tracker),Include,Include,Include
33291048,Effectiveness of continuous monitoring by activity tracker of patients undergoing chemotherapy for urothelial carcinoma,Fitbit,Include,Include,Include
33299095,Assessment of physiological signs associated with COVID-19 measured using wearable devices,Fitbit,Include,Include,Include
33328029,Heart rate variability with photoplethysmography in 8 million individuals: a cross-sectional study,Fitbit,Include,Include,Include
33334565,Harnessing wearable device data to improve state-level real-time surveillance of influenza-like illness in the USA: a population-based study,Fitbit,Include,Include,Include
33351729,Mobile Health-Collected Biophysical Markers in Children with Serious Illness-Related Pain,Empatica E4 wristband,Include,Include,Include
33372896,Comparison of the Physical Activity Measured by a Consumer Wearable Activity Tracker and That Measured by Self-Report: Cross-Sectional Analysis of the Health eHeart Study,Fitbit,Include,Include,Include
33406129,Using Fitbit data to examine factors that affect daily activity levels of college students,Fitbit,Include,Include,Include
33430835,"Can a multi-level intervention approach, combining behavioural disciplines, novel technology and incentives increase physical activity at population-level?",Actxa Stride wrist-worn step tracker | Actxa Stride fitness tracker | AB fitness tracker | Omniband fitness tracker | Careach fitness tracker | Mova fitness tracker | Skytech fitness tracker | Xstep fitness tracker | Tempo fitness tracker,Exclude,Include,Exclude
33439135,The Temporal Relationship Between Ecological Pain and Life-Space Mobility in Older Adults With Knee Osteoarthritis: A Smartwatch-Based Demonstration Study,Samsung Gear 3 smartwatch,Include,Include,Include
33449907,"Impact of COVID-19 on Physical Activity Among 10,000 Steps Members and Engagement With the Program in Australia: prospective study",Fitbit,Include,Include,Include
33452324,Assessment of real life eating difficulties in Parkinson’s disease patients by measuring plate to mouth movement elongation with inertial sensors,Huawei Watch 2 | Microsoft Band 2 | Sony SmartWatch 2,Exclude,Exclude,Exclude
33464213,Physical Activity Monitoring Using a Fitbit Device in Ischemic Stroke Patients: Prospective Cohort feasibility study,Fitbit,Include,Include,Include
33496677,Measuring Daily Compliance With Physical Activity Tracking in Ambulatory Surgery Patients: Comparative Analysis of Five Compliance Criteria,Fitbit,Include,Include,Include
33519074,Accuracy of wrist-worn heart rate monitors during physical therapy sessions among hemiparetic inpatients with stroke,Polar A370 wrist-worn heart rate monitor,Exclude,Exclude,Exclude
33524462,Smartwatch Electrocardiogram and Artificial Intelligence for Assessing Cardiac-Rhythm Safety of Drug Therapy in the COVID-19 Pandemic. The QT-logs study,Withings Move ECG,Include,Include,Include
33525110,Fuzzy theory analysis on imagery modeling of wearable bracelet in the urbanian health management,Xiao Mi smart bracelet | Misfit Shine | Misfit Vapor | Misfit Ray | Fitbit Alta | Fitbit Charge | Fitbit Flex | Fitbit Flex Metal | Amazfit | HUAWEI B32 | Amazfit Huami | Lexin Ziva,Exclude,Include,Exclude
33529156,Use of Physiological Data From a Wearable Device to Identify SARS-CoV-2 Infection and Symptoms and Predict COVID-19 Diagnosis: Observational Study,Apple Watch Series 4 | Apple Watch Series 5,Include,Include,Include
33534854,Pregnant women’s daily patterns of well-being before and during the COVID-19 pandemic in Finland: Longitudinal monitoring through smartwatch technology,Samsung Gear Sport smartwatch,Include,Include,Include
33584388,Predicting Symptoms of Depression and Anxiety Using Smartphone and Wearable Data,Oura Ring,Include,Include,Include
33657182,"Changes in diet, activity, weight, and wellbeing of parents during COVID-19 lockdown",Fitbit,Include,Include,Include
33680310,A Prospective Observational Study Comparing Effects of Call Schedules on Surgical Resident Sleep and Physical Activity Using the Fitbit,Fitbit,Include,Include,Include
33723342,Use of wearable sensors to assess compliance of asthmatic children in response to lockdown measures for the COVID‑19 epidemic,"EMBRACE™ smartwatch (Embrace Tech LTD, Cyprus)",Exclude,Exclude,Exclude
33759388,Predictors and Outcomes of Digital Weighing and Activity Tracking Lapses Among Young Adults During Weight Gain Prevention,Fitbit,Include,Include,Include
33760846,Activity data from wearables as an indicator of functional capacity in patients with cardiovascular disease,Apple Watch Series 3,Include,Include,Include
33769301,Feasibility and Convergent Validity of an Activity Tracker for Low Back Pain Within a Clinical Study: cross-sectional study,Garmin Vivofit 3,Include,Include,Include
33771534,"Changes in sleep duration, timing, and variability during the COVID-19 pandemic: Large-scale Fitbit data from 6 major US cities",Fitbit,Include,Include,Include
33789266,Effect of Statewide Lockdown in Response to COVID-19 Pandemic on Physical Activity Levels of Hemodialysis Patients,Fitbit,Include,Include,Include
33800254,Inter-Device Agreement between Fitbit Flex 1 and 2 for Assessing Sedentary Behavior and Physical Activity,Fitbit,Include,Include,Include
33810613,"Wearable Technologies for Mental Workload, Stress, and Emotional State Assessment during Working-Like Tasks: A Comparison with Laboratory Technologies",Empatica E4 | Muse 2,Exclude,Exclude,Exclude
33813267,Potential effectiveness of a surgeon-delivered exercise prescription and an activity tracker on pre-operative exercise adherence and aerobic capacity of lung cancer patients,Garmin Vivoactive HR,Include,Include,Include
33843591,Relationship Between Major Depression Symptom Severity and Sleep Collected Using a Wristband Wearable Device: Multicenter Longitudinal Observational Study,Fitbit,Include,Include,Include
33843595,"Associations Among Wearable Activity Tracker Use, Exercise Motivation, and Physical Activity in a Cohort of Cancer Survivors: Secondary Data Analysis of the Health Information National Trends Survey",Fitbit | Apple Watch | Garmin Vivofit,Include,Include,Include
33856352,"Associations of Physical Activity Level and Variability With 6-Month Weight Change Among 26,935 Users of Connected Devices: Observational Real-Life Study",Withings Pulse activity tracker,Include,Include,Include
33887049,Impact of Sleep on Medical Residents’ Emotions: A cross-sectional study Using a Wearable Device,Fitbit,Include,Include,Include
33888731,"A multimodal analysis of physical activity, sleep, and work shift in nurses with wearable sensor data",Fitbit,Include,Include,Include
33908888,Physician Stress During Electronic Health Record Inbox Work: In Situ Measurement With Wearable Sensors,Garmin Vivosmart 3,Include,Include,Include
33924536,Monitoring Physical Activity with a Wearable Sensor in Patients with COPD during In-Hospital Pulmonary Rehabilitation Program: A Pilot Study,SenseWear Armband,Exclude,Exclude,Exclude
33941932,Long-term wireless streaming of neural recordings for circuit discovery and adaptive stimulation in individuals with Parkinson’s disease,Parkinson’s KinetiGraph (PKG) watch | Parkinson’s KinetiGraph System (PKG) wristwatch-style actigraphy monitor,Exclude,Exclude,Exclude
33949953,Usability and Accuracy of a Smartwatch for the Assessment of Physical Activity in the Elderly Population: Observational Study,vívoactive HR (Garmin Ltd),Include,Include,Include
33972852,The everyday acoustic environment and its association with human heart rate: evidence from real-world data logging with hearing aids and wearables,Apple HealthKit–connected consumer wearables (specific devices not reported),Exclude,Exclude,Exclude
33992121,"Physical activity patterns, adherence to using a wearable activity tracker during a 12-week period and correlation between self-reported function and physical activity in working age individuals with hip and/or knee osteoarthritis",Fitbit Flex 2,Include,Include,Include
34042996,Association of Wearable Device Use With Pulse Rate and Health Care Use in Adults With Atrial Fibrillation,Apple Watch | Fitbit | AliveCor Kardia Band | Kardia,Exclude,Exclude,Exclude
34066571,Cardiovascular and Pre-Frailty Risk Assessment during Shelter-In-Place Measures Based on Multimodal Biomarkers Collected from Smart Telemedical Wearables,Fitbit Versa smartwatch,Include,Include,Include
34079043,"Trait-like nocturnal sleep behavior identified by combining wearable, phone-use, and self-report data","Oura Ring Heritage (Oura Health Oy, Oulu, Finland)",Exclude,Include,Include
34142966,"The Association Between Logging Steps Using a Website, App, or Fitbit and Engaging With the 10,000 Steps Physical Activity Program: Observational Study",Fitbit activity tracker,Include,Include,Include
34207765,Effects of Activity Tracker-Based Counselling and Live-Web Exercise on Breast Cancer Survivors during Italy COVID-19 Lockdown,Polar Loop 2,Exclude,Exclude,Exclude
34233718,Effectiveness of the mHealth intervention ‘MyDayPlan’ to increase physical activity: an aggregated single case approach,Fitbit Charge,Include,Include,Include
34236995,Physiologic Response to the Pfizer-BioNTech COVID-19 Vaccine Measured Using Wearable Devices: Prospective Observational Study,WHOOP Strap 3.0,Include,Include,Include
34278901,Diurnal variations in multi-sensor wearable-derived sleep characteristics in morning- and evening-type shift workers under naturalistic conditions,Fitbit Charge 2,Include,Include,Include
34379602,Factors Associated With Longitudinal Psychological and Physiological Stress in Health Care Workers During the COVID-19 Pandemic: Observational Study Using Apple Watch Data,Apple Watch Series 4 | Apple Watch Series 5,Include,Include,Include
34381669,"Vital Signs During the COVID-19 Outbreak: A Retrospective Analysis of 19,960 Participants in Wuhan and Four Nearby Capital Cities in China",Huawei Watch GT | Honor Watch | Honor Band 4,Exclude,Exclude,Exclude
34383837,"Changes in health promoting behavior during COVID-19 physical distancing: Utilizing wearable technology to examine trends in sleep, activity, and cardiovascular indicators of health",WHOOP strap,Include,Include,Include
34408639,Sleep Time Estimated by an Actigraphy Watch Correlates With CSF Tau in Cognitively Unimpaired Elders: The Modulatory Role of APOE,Xiaomi Mi Band 2,Include,Include,Include
34457166,Comparison of Ease of Use and Comfort in Fitness Trackers for Participants Impaired by Parkinson’s Disease: An exploratory study,Fitbit Blaze Large Black (2016 model) | Xiaomi Mi Band Black (2014 model) | Fitbit Flex Wireless Activity + Sleep Wristband Black (2013 model) | Jawbone UP2 Silver (2015 model) | Pebble SmartWatch Red (2016 model) | Pebble Steel Smartwatch Stainless (2014 model),Exclude,Exclude,Exclude
34516390,Early Detection of Symptom Exacerbation in Patients With SARS-CoV-2 Infection Using the Fitbit Charge 3 (DEXTERITY): Pilot Evaluation,Fitbit Charge 3,Include,Include,Include
